#doi: 10.3389/fmicb.2016.00275
#
BSU Number	Gene_Name	Regulator name	DBTBS	Goelzer et al. 2008 &  SubtiWiki before Marsh 2013	SubtiWiki Marsh 2013	Sporulation database	RegPrecise
BSU06420	purE	G-box-GUA	no	yes	no	no	no
BSU06490	purF	sigA	no	yes	no	no	no
BSU06490	purF	G-box-HXTX	no	yes	no	no	no
BSU06490	purF	G-box-GUA	no	yes	no	no	no
BSU06520	purH	sigA	no	yes	no	no	no
BSU06520	purH	G-box-HXTX	no	yes	no	no	no
BSU06520	purH	G-box-GUA	no	yes	no	no	no
BSU06430	purK	sigA	no	yes	no	no	no
BSU06430	purK	G-box-HXTX	no	yes	no	no	no
BSU06430	purK	G-box-GUA	no	yes	no	no	no
BSU06480	purL	sigA	no	yes	no	no	no
BSU06480	purL	G-box-HXTX	no	yes	no	no	no
BSU06480	purL	G-box-GUA	no	yes	no	no	no
BSU06500	purM	sigA	no	yes	no	no	no
BSU06500	purM	G-box-HXTX	no	yes	no	no	no
BSU06500	purM	G-box-GUA	no	yes	no	no	no
BSU06510	purN	sigA	no	yes	no	no	no
BSU06510	purN	G-box-HXTX	no	yes	no	no	no
BSU06510	purN	G-box-GUA	no	yes	no	no	no
BSU06470	purQ	sigA	no	yes	no	no	no
BSU06470	purQ	G-box-HXTX	no	yes	no	no	no
BSU06470	purQ	G-box-GUA	no	yes	no	no	no
BSU06460	purS	sigA	no	yes	no	no	no
BSU06460	purS	G-box-GUA	no	yes	no	no	no
BSU15510	pyrAA	sigA	no	yes	no	no	no
BSU15510	pyrAA	PurR	no	yes	no	no	no
BSU15520	pyrAB	sigA	no	yes	no	no	no
BSU15520	pyrAB	PurR	no	yes	no	no	no
BSU15490	pyrB	sigA	no	yes	no	no	no
BSU15490	pyrB	PurR	no	yes	no	no	no
BSU15500	pyrC	sigA	no	yes	no	no	no
BSU15500	pyrC	PurR	no	yes	no	no	no
BSU15540	pyrD	sigA	no	yes	no	no	no
BSU15540	pyrD	PurR	no	yes	no	no	no
BSU15560	pyrE	sigA	no	yes	no	no	no
BSU15560	pyrE	PurR	no	yes	no	no	no
BSU15550	pyrF	sigA	no	yes	no	no	no
BSU15550	pyrF	PurR	no	yes	no	no	no
BSU37150	pyrG	CTP-box	no	yes	no	no	no
BSU15530	pyrK	sigA	no	yes	no	no	no
BSU15530	pyrK	PurR	no	yes	no	no	no
BSU15480	pyrP	sigA	no	yes	no	no	no
BSU15480	pyrP	PurR	no	yes	no	no	no
BSU22550	qcrB	CcpA	no	yes	no	no	no
BSU22540	qcrC	CcpA	no	yes	no	no	no
BSU34430	racX	AbrB	no	yes	no	no	no
BSU00870	radA	sigA	no	yes	no	no	no
BSU03770	rapC	sigH	no	yes	no	no	no
BSU25830	rapE	sigH	no	yes	no	no	no
BSU25830	rapE	sigA	no	yes	no	no	no
BSU37460	rapF	sigH	no	yes	no	no	no
BSU40300	rapG	sigH	no	yes	no	yes	no
BSU05010	rapI	sigH	no	yes	no	no	no
BSU05010	rapI	sigA	no	yes	no	no	no
BSU16650	rbfA	sigA	no	yes	no	no	no
BSU29300	rbfK	sigA	no	yes	no	no	no
BSU35940	rbsA	sigA	no	yes	no	no	no
BSU35960	rbsB	sigA	no	yes	no	no	no
BSU35950	rbsC	sigA	no	yes	no	no	no
BSU35930	rbsD	sigA	no	yes	no	no	no
BSU35920	rbsK	sigA	no	yes	no	no	no
BSU00040	recF	sigA	no	yes	no	no	no
BSU23140	resB	sigA	no	yes	no	no	no
BSU23130	resC	sigA	no	yes	no	no	no
BSU23110	resE	sigA	no	yes	no	no	no
BSU23260	ribAB	sigA	no	yes	no	no	no
BSU23280	ribD	sigA	no	yes	no	no	no
BSU23270	ribE	sigA	no	yes	no	no	no
BSU23250	ribH	sigA	no	yes	no	no	no
BSU25430	rimO	sigA	no	yes	no	no	no
BSU25430	rimO	ArfM	no	yes	no	no	no
BSU00960	rlmB	T-box-CYS	no	yes	no	no	no
BSU00960	rlmB	sigA	no	yes	no	no	no
BSU15930	rnc	GerE	no	yes	no	no	no
BSU37790	rocG	Spo0A	no	yes	no	no	no
BSU16620	rplGA	sigA	no	yes	no	no	no
BSU28850	rplT	sigA	no	yes	no	no	no
BSU28860	rpmI	sigA	no	yes	no	no	no
BSU_rRNA_4	rrnA-16S	sigA	no	yes	no	no	no
BSU_rRNA_5	rrnA-23S	sigA	no	yes	no	no	no
BSU_rRNA_26	rrnA-5S	sigA	no	yes	no	no	no
BSU_rRNA_19	rrnB-16S	sigA	no	yes	no	no	no
BSU_rRNA_22	rrnD-16S	sigA	no	yes	no	no	no
BSU_rRNA_1	rrnO-16S	sigA	no	yes	no	no	no
BSU_rRNA_2	rrnO-23S	sigA	no	yes	no	no	no
BSU_rRNA_3	rrnO-5S	sigA	no	yes	no	no	no
BSU04670	rsbRA	sigB	no	yes	no	no	no
BSU04680	rsbS	sigB	no	yes	no	no	no
BSU04680	rsbS	sigA	no	yes	no	no	no
BSU04690	rsbT	sigB	no	yes	no	no	no
BSU04690	rsbT	sigA	no	yes	no	no	no
BSU04700	rsbU	sigB	no	yes	no	no	no
BSU04700	rsbU	sigA	no	yes	no	no	no
BSU04710	rsbV	sigA	no	yes	no	no	no
BSU04720	rsbW	sigA	no	yes	no	no	no
BSU04740	rsbX	sigA	no	yes	no	no	no
BSU23090	rsiX	sigA	no	yes	no	no	no
BSU25440	rsmE	sigA	no	yes	no	no	no
BSU25440	rsmE	ArfM	no	yes	no	no	no
BSU02530	rtpA	TRAP	no	yes	no	no	no
BSU38040	sacA	sigA	no	yes	no	no	no
BSU38040	sacA	SacY	no	yes	no	no	no
BSU38420	sacY	sigA	no	yes	no	no	no
BSU38420	sacY	SacT	no	yes	no	no	no
BSU38420	sacY	DegU	no	yes	no	no	no
BSU15590	sat	sigA	no	yes	no	no	no
BSU37360	sboX	sigA	no	yes	no	no	no
BSU15270	sbp	sigA	no	yes	no	no	no
BSU_misc_RNA_2	scr	sigA	no	yes	no	no	no
BSU28440	sdhA	sigA	no	yes	no	no	no
BSU28440	sdhA	CcpA	no	yes	no	no	yes
BSU28430	sdhB	sigA	no	yes	no	no	no
BSU28430	sdhB	CcpA	no	yes	no	no	yes
BSU28450	sdhC	CcpA	no	yes	no	no	yes
BSU33780	sdpI	sigA	no	yes	no	no	no
BSU25200	sigA	sigB	no	yes	no	no	no
BSU25200	sigA	sigA	no	yes	no	no	no
BSU04730	sigB	sigA	no	yes	no	no	no
BSU15320	sigE	SpoVT	no	yes	no	no	no
BSU15320	sigE	sigG	no	yes	no	no	no
BSU15320	sigE	sigF	no	yes	no	no	no
BSU15320	sigE	sigA	no	yes	no	no	no
BSU15320	sigE	RsfA	no	yes	no	no	no
BSU23450	sigF	SpoVT	no	yes	no	no	no
BSU15330	sigG	sigA	no	yes	no	no	no
BSU24630	sipW	Spo0A	no	yes	no	no	no
BSU24630	sipW	sigA	no	yes	no	no	no
BSU15620	sirB	sigA	no	yes	no	no	no
BSU15630	sirC	sigA	no	yes	no	no	no
BSU15940	smc	sigA	no	yes	no	no	no
BSU15940	smc	GerE	no	yes	no	no	no
BSU37490	speB	sigA	no	yes	no	no	no
BSU13930	splB	SplA	no	yes	no	no	no
BSU23470	spoIIAA	SpoVT	no	yes	no	no	no
BSU23460	spoIIAB	SpoVT	no	yes	no	no	no
BSU15310	spoIIGA	SpoVT	no	yes	no	no	no
BSU15310	spoIIGA	sigG	no	yes	no	no	no
BSU15310	spoIIGA	sigF	no	yes	no	no	no
BSU15310	spoIIGA	RsfA	no	yes	no	no	no
BSU24430	spoIIIAA	GerE	no	yes	no	no	no
BSU24420	spoIIIAB	GerE	no	yes	no	no	no
BSU24410	spoIIIAC	GerE	no	yes	no	no	no
BSU24400	spoIIIAD	GerE	no	yes	no	no	no
BSU24390	spoIIIAE	GerE	no	yes	no	no	no
BSU24380	spoIIIAF	GerE	no	yes	no	no	no
BSU24370	spoIIIAG	GerE	no	yes	no	no	no
BSU24360	spoIIIAH	GerE	no	yes	no	no	no
BSU16800	spoIIIE	sigA	no	yes	no	no	no
BSU23530	spoIIM	GerE	no	yes	no	no	no
BSU25530	spoIIP	GerE	no	yes	no	no	no
BSU15210	spoVE	sigA	no	yes	no	no	no
BSU11810	spoVIF	GerE	no	yes	no	no	no
BSU03490	srfAB	sigA	no	yes	no	no	no
BSU03510	srfAC	sigA	no	yes	no	no	no
BSU03520	srfAD	sigA	no	yes	no	no	no
BSU08660	sspE	sigA	no	yes	no	no	no
BSU08840	ssuA	Spx	no	yes	no	no	no
BSU08840	ssuA	sigA	no	yes	no	no	no
BSU08850	ssuC	Spx	no	yes	no	no	no
BSU08850	ssuC	sigA	no	yes	no	no	no
BSU08860	ssuD	sigA	no	yes	no	no	no
BSU13840	stoA	SpoIIID	no	yes	no	yes	no
BSU16090	sucC	sigA	no	yes	no	no	no
BSU16100	sucD	sigA	no	yes	no	no	no
BSU00770	sul	TRAP	no	yes	no	no	no
BSU00770	sul	sigA	no	yes	no	no	no
BSU15610	sumT	sigA	no	yes	no	no	no
BSU35760	tagB	sigA	no	yes	no	no	no
BSU35730	tagE	sigA	no	yes	no	no	no
BSU35720	tagF	sigA	no	yes	no	no	no
BSU24620	tasA	Spo0A	no	yes	no	no	no
BSU24620	tasA	sigA	no	yes	no	no	no
BSU29380	tcyJ	Spx	no	yes	no	no	no
BSU29380	tcyJ	sigA	no	yes	no	no	no
BSU29370	tcyK	Spx	no	yes	no	no	no
BSU29370	tcyK	sigA	no	yes	no	no	no
BSU29360	tcyL	Spx	no	yes	no	no	no
BSU29360	tcyL	sigA	no	yes	no	no	no
BSU29350	tcyM	Spx	no	yes	no	no	no
BSU29350	tcyM	sigA	no	yes	no	no	no
BSU29340	tcyN	Spx	no	yes	no	no	no
BSU29340	tcyN	sigA	no	yes	no	no	no
BSU11660	tenI	TenI	no	yes	no	no	no
BSU40770	tetB	sigA	no	yes	no	no	no
BSU11710	thiD	TenI	no	yes	no	no	no
BSU38290	thiE	sigA	no	yes	no	no	no
BSU11700	thiF	TenI	no	yes	no	no	no
BSU11690	thiG	TenI	no	yes	no	no	no
BSU38300	thiM	sigA	no	yes	no	no	no
BSU11670	thiO	TenI	no	yes	no	no	no
BSU11680	thiS	TenI	no	yes	no	no	no
BSU13310	tnrA	sigA	no	yes	no	no	no
BSU33920	tpiA	sigA	no	yes	no	no	no
BSU07810	treA	sigA	no	yes	no	no	no
BSU07820	treR	sigA	no	yes	no	no	no
BSU27500	trmU	sigA	no	yes	no	no	no
BSU_tRNA_9	trnA-Ala	sigA	no	yes	no	no	no
BSU_tRNA_8	trnA-Ile	sigA	no	yes	no	no	no
BSU_tRNA_29	trnD-Asn	sigA	no	yes	no	no	no
BSU_tRNA_44	trnD-Leu2	sigA	no	yes	no	no	no
BSU_tRNA_6	trnO-Ala	sigA	no	yes	no	no	no
BSU_tRNA_5	trnO-Ile	sigA	no	yes	no	no	no
BSU22630	trpA	sigA	no	yes	no	no	no
BSU22640	trpB	sigA	no	yes	no	no	no
BSU22660	trpC	sigA	no	yes	no	no	no
BSU22670	trpD	sigA	no	yes	no	no	no
BSU22650	trpF	sigA	no	yes	no	no	no
BSU35600	tuaB	sigA	no	yes	no	no	no
BSU35590	tuaC	sigA	no	yes	no	no	no
BSU35580	tuaD	sigA	no	yes	no	no	no
BSU35570	tuaE	sigA	no	yes	no	no	no
BSU35560	tuaF	sigA	no	yes	no	no	no
BSU35550	tuaG	sigA	no	yes	no	no	no
BSU35540	tuaH	sigA	no	yes	no	no	no
BSU22610	tyrA	sigA	no	yes	no	no	no
BSU36650	ureB	sigA	no	yes	no	no	no
BSU36640	ureC	sigA	no	yes	no	no	no
BSU12390	uxaA	sigA	no	yes	no	no	no
BSU12380	uxaB	sigA	no	yes	no	no	no
BSU12340	uxuA	sigA	no	yes	no	no	no
BSU12350	uxuB	sigA	no	yes	no	no	no
BSU22070	xpt	G-box-HXTX	no	yes	no	no	no
BSU22070	xpt	G-box-GUA	no	yes	no	no	no
BSU17610	xylB	sigA	no	yes	no	no	no
BSU17610	xylB	CcpB	no	yes	no	no	yes
BSU17580	xynB	sigA	no	yes	no	no	no
BSU00570	yabM	SpoIIID	no	yes	no	no	no
BSU00570	yabM	sigX	no	yes	no	no	no
BSU00570	yabM	sigW	no	yes	no	no	no
BSU00570	yabM	sigE	no	yes	no	no	no
BSU00580	yabN	SpoIIID	no	yes	no	no	no
BSU00580	yabN	sigX	no	yes	no	no	no
BSU00580	yabN	sigW	no	yes	no	no	no
BSU00580	yabN	sigE	no	yes	no	no	no
BSU00590	yabO	SpoIIID	no	yes	no	no	no
BSU00590	yabO	sigX	no	yes	no	no	no
BSU00590	yabO	sigW	no	yes	no	no	no
BSU00590	yabO	sigE	no	yes	no	no	no
BSU00600	yabP	sigX	no	yes	no	no	no
BSU00600	yabP	sigW	no	yes	no	no	no
BSU00610	yabQ	SpoIIID	no	yes	no	yes	no
BSU00610	yabQ	sigX	no	yes	no	no	no
BSU00610	yabQ	sigW	no	yes	no	no	no
BSU00630	yabR	SpoIIID	no	yes	no	yes	no
BSU00630	yabR	sigX	no	yes	no	no	no
BSU00630	yabR	sigW	no	yes	no	no	no
BSU00970	yacP	T-box-CYS	no	yes	no	no	no
BSU00970	yacP	sigA	no	yes	no	no	no
BSU00800	yazB	TRAP	no	yes	no	no	no
BSU00800	yazB	sigA	no	yes	no	no	no
BSU01520	ybaK	sigE	no	yes	no	no	no
BSU01600	ybbA	sigA	no	yes	no	no	no
BSU02280	ybfM	sigA	no	yes	no	no	no
BSU02540	ycbK	T-box-TRP	no	yes	no	no	yes
BSU02540	ycbK	sigA	no	yes	no	no	no
BSU02900	yceD	sigA	no	yes	no	no	no
BSU02910	yceE	sigA	no	yes	no	no	no
BSU02920	yceF	sigA	no	yes	no	no	no
BSU02930	yceG	sigA	no	yes	no	no	no
BSU02940	yceH	sigA	no	yes	no	no	no
BSU03100	ycgG	SpoIIID	no	yes	no	yes	no
BSU03200	ycgM	CcpA	no	yes	no	no	no
BSU03210	ycgN	CcpA	no	yes	no	no	no
BSU03220	ycgO	Spo0A	no	yes	no	yes	no
BSU03220	ycgO	CodY	no	yes	no	no	yes
BSU03220	ycgO	CcpA	no	yes	no	no	no
BSU03270	ycgT	sigA	no	yes	no	no	no
BSU03350	yciB	sigA	no	yes	no	no	no
BSU03950	ycnJ	CsoR	no	yes	no	no	no
BSU05560	ydgA	GerE	no	yes	no	no	no
BSU05730	ydhF	sigA	no	yes	no	no	no
BSU06190	ydjG	sigW	no	yes	no	no	no
BSU06200	ydjH	sigW	no	yes	no	no	no
BSU06210	ydjI	sigW	no	yes	no	no	no
BSU08500	yfhE	sigF	no	yes	no	yes	no
BSU08510	yfhF	sigF	no	yes	no	no	no
BSU08570	yfhK	sigW	no	yes	no	no	no
BSU08630	yfhQ	sigG	no	yes	no	yes	no
BSU08630	yfhQ	SpoVT	no	yes	no	no	no
BSU08630	yfhQ	sigA	no	yes	no	no	no
BSU08630	yfhQ	RsfA	no	yes	no	no	no
BSU07900	yfkH	sigA	no	yes	no	no	no
BSU07890	yfkI	sigA	no	yes	no	no	no
BSU07680	yflH	sigA	no	yes	no	no	no
BSU07620	yflN	sigA	no	yes	no	no	no
BSU07400	yfmO	sigA	no	yes	no	no	no
BSU07290	yfnF	sigE	no	yes	no	no	no
BSU07280	yfnG	sigE	no	yes	no	no	no
BSU07270	yfnH	sigE	no	yes	no	no	no
BSU08870	ygaN	sigA	no	yes	no	no	no
BSU08990	yhbI	ComK	no	yes	no	no	no
BSU09000	yhbJ	ComK	no	yes	no	no	no
BSU09010	yhcA	ComK	no	yes	no	no	no
BSU09020	yhcB	ComK	no	yes	no	no	no
BSU09030	yhcC	ComK	no	yes	no	no	no
BSU09040	yhcD	ComK	no	yes	no	no	no
BSU09070	yhcG	ComK	no	yes	no	no	no
BSU09090	yhcI	ComK	no	yes	no	no	no
BSU09330	yhcZ	sigA	no	yes	no	no	no
BSU09340	yhdA	sigA	no	yes	no	no	no
BSU09500	yhdK	sigA	no	yes	no	no	no
BSU09510	yhdL	sigA	no	yes	no	no	no
BSU11490	yjbC	YodB	no	yes	no	no	no
BSU11490	yjbC	sigA	no	yes	no	no	no
BSU12320	yjmC	sigA	no	yes	no	no	no
BSU12330	yjmD	sigA	no	yes	no	no	no
BSU14100	ykuJ	sigA	no	yes	no	no	no
BSU14100	ykuJ	CcpC	no	yes	no	no	no
BSU14100	ykuJ	CcpA	no	yes	no	no	no
BSU14110	ykuK	sigA	no	yes	no	no	no
BSU14110	ykuK	CcpC	no	yes	no	no	no
BSU14110	ykuK	CcpA	no	yes	no	no	no
BSU14130	ykuL	sigA	no	yes	no	no	no
BSU14130	ykuL	CcpC	no	yes	no	no	no
BSU14160	ykuO	sigA	no	yes	no	no	no
BSU14170	ykuP	sigA	no	yes	no	no	no
BSU13830	ykvU	sigG	no	yes	no	yes	no
BSU13320	ykzB	sigA	no	yes	no	no	no
BSU13320	ykzB	PhoP	no	yes	no	no	no
BSU14120	ykzF	sigA	no	yes	no	no	no
BSU14120	ykzF	CcpC	no	yes	no	no	no
BSU14710	ylaA	sigA	no	yes	no	no	no
BSU14720	ylaB	sigA	no	yes	no	no	no
BSU14740	ylaD	sigA	no	yes	no	no	no
BSU16260	ylxF	sigA	no	yes	no	no	no
BSU16410	ylxH	sigA	no	yes	no	no	no
BSU16480	ylxL	sigA	no	yes	no	no	no
BSU16640	ylxP	sigA	no	yes	no	no	no
BSU16610	ylxR	sigA	no	yes	no	no	no
BSU16590	ylxS	sigA	no	yes	no	no	no
BSU15250	ylxW	sigA	no	yes	no	no	no
BSU15260	ylxX	sigA	no	yes	no	no	no
BSU17400	ymaB	sigA	no	yes	no	no	no
BSU17880	ynzC	ComK	no	yes	no	no	no
BSU23240	ypzK	sigA	no	yes	no	no	no
BSU25800	yqcK	sigA	no	yes	no	no	no
BSU25350	yqfD	SpoIIID	no	yes	no	yes	no
BSU25240	yqfL	YqfL	no	yes	no	no	no
BSU24440	yqhV	sigE	no	yes	no	yes	no
BSU24440	yqhV	SpoIIID	no	yes	no	no	no
BSU24440	yqhV	GerE	no	yes	no	no	no
BSU25520	yqxA	GerE	no	yes	no	no	no
BSU25230	yqxD	sigD	no	yes	no	no	no
BSU24660	yqzE	sigA	no	yes	no	no	no
BSU24660	yqzE	ComZ	no	yes	no	no	no
BSU27240	yrhC	sigA	no	yes	no	no	no
BSU28840	ysdA	sigA	no	yes	no	no	no
BSU28190	ysxC	sigA	no	yes	no	no	no
BSU29330	ytmO	sigA	no	yes	no	no	no
BSU29320	ytnI	sigA	no	yes	no	no	no
BSU29310	ytnJ	sigA	no	yes	no	no	no
BSU29290	ytnL	sigA	no	yes	no	no	no
BSU29280	ytnM	sigA	no	yes	no	no	no
BSU30450	ytrB	sigA	no	yes	no	no	no
BSU30440	ytrC	sigA	no	yes	no	no	no
BSU30430	ytrD	sigA	no	yes	no	no	no
BSU30420	ytrE	sigA	no	yes	no	no	no
BSU30410	ytrF	sigA	no	yes	no	no	no
BSU31500	yuxK	sigA	no	yes	no	no	no
BSU31670	yuxO	sigA	no	yes	no	no	no
BSU34470	yveA	TenA	no	yes	no	no	no
BSU34470	yveA	sigA	no	yes	no	no	no
BSU34470	yveA	SacT	no	yes	no	no	no
BSU35120	yvlB	AbrB	no	yes	no	no	no
BSU35110	yvlC	AbrB	no	yes	no	no	no
BSU35100	yvlD	AbrB	no	yes	no	no	no
BSU33221	yvrH	YvrHb	no	yes	no	no	no
BSU35420	yvyG	sigA	no	yes	no	no	no
BSU38100	ywcH	sigA	no	yes	no	no	no
BSU38030	ywdA	sigA	no	yes	no	no	no
BSU38030	ywdA	SacY	no	yes	no	no	no
BSU37550	ywhA	T-box-THR	no	yes	no	no	no
BSU37550	ywhA	sigA	no	yes	no	no	no
BSU37040	ywkB	sigA	no	yes	no	no	no
BSU39510	yxeL	sigA	no	yes	no	no	no
BSU39500	yxeM	sigA	no	yes	no	no	no
BSU39490	yxeN	sigA	no	yes	no	no	no
BSU39480	yxeO	sigA	no	yes	no	no	no
BSU39470	yxeP	sigA	no	yes	no	no	no
BSU39460	yxeQ	sigA	no	yes	no	no	no
BSU39250	yxiE	sigA	no	yes	no	no	no
BSU39020	yxjA	G-box-HXTX	no	yes	no	no	no
BSU39020	yxjA	G-box-GUA	no	yes	no	no	no
BSU38930	yxjJ	sigW	no	yes	no	no	no
BSU39220	yxxG	sigA	no	yes	no	no	no
BSU40640	yybH	sigE	no	yes	no	no	no
BSU40620	yybJ	Rok	no	yes	no	no	no
BSU40180	yydF	Rok	no	yes	no	no	no
BSU40170	yydG	sigA	no	yes	no	no	no
BSU40170	yydG	Rok	no	yes	no	no	no
BSU40160	yydH	sigA	no	yes	no	no	no
BSU40150	yydI	sigA	no	yes	no	no	no
BSU40140	yydJ	sigA	no	yes	no	no	no
BSU07470	yfmH	AbrB	no	yes	no	no	no
BSU23290	ypuE	FMN-box	no	yes	no	no	no
BSU28810	abnA	CcpA	no	no	yes	no	yes
BSU31930	ald	AdeR	no	no	yes	no	no
BSU30290	amyC	CcpA	no	no	yes	no	yes
BSU30280	amyD	CcpA	no	no	yes	no	yes
BSU08230	catD	YodB	no	no	yes	no	no
BSU08240	catE	YodB	no	no	yes	no	no
BSU18000	citB	CcpA	no	no	yes	no	no
BSU29140	citZ	CitB	no	no	yes	no	no
BSU10420	comK	Spo0A	no	no	yes	no	no
BSU17030	cotE	GerE	no	no	yes	no	no
BSU17970	cotM	sigE	no	no	yes	no	no
BSU27760	csbX	CcpA	no	no	yes	no	no
BSU19410	cwlS	sigH	no	no	yes	yes	no
BSU19410	cwlS	sigD	no	no	yes	no	no
BSU04470	dctP	Fsra	no	no	yes	no	no
BSU35490	degU	CcpA	no	no	yes	no	no
BSU08650	fabL	SpoVT	no	no	yes	yes	no
BSU35410	flgK	DegU	no	no	yes	no	no
BSU35400	flgL	DegU	no	no	yes	no	no
BSU35430	flgM	DegU	no	no	yes	no	no
BSU31060	gbsA	GbsR	no	no	yes	no	yes
BSU31050	gbsB	GbsR	no	no	yes	no	yes
BSU24560	gcvPA	Gly-box	no	no	yes	no	yes
BSU24550	gcvPB	Gly-box	no	no	yes	no	yes
BSU24570	gcvT	Gly-box	no	no	yes	no	yes
BSU27440	glnH	sigE	no	no	yes	yes	no
BSU27450	glnM	sigE	no	no	yes	yes	no
BSU27460	glnP	sigE	no	no	yes	yes	no
BSU27430	glnQ	sigE	no	no	yes	yes	no
BSU18450	gltA	Fsra	no	no	yes	no	no
BSU18440	gltB	GltC	no	no	yes	no	yes
BSU18440	gltB	Fsra	no	no	yes	no	no
BSU13490	htpX	ykrK	no	no	yes	no	no
BSU13490	htpX	Rok	no	no	yes	no	no
BSU13990	kinA	stringent response	no	no	yes	no	no
BSU31450	kinB	stringent response	no	no	yes	no	no
BSU23380	lysA	SpoVT	no	no	yes	yes	no
BSU35650	lytR	sigM	no	no	yes	no	no
BSU12000	manR	CcpA	no	no	yes	no	yes
BSU30300	melA	CcpA	no	no	yes	no	yes
BSU24770	mgsR	MgsR	no	no	yes	no	no
BSU23550	mleA	AnsR	no	no	yes	no	no
BSU23560	mleN	AnsR	no	no	yes	no	no
BSU30270	msmE	CcpA	no	no	yes	no	yes
BSU30260	msmR	CcpA	no	no	yes	no	yes
BSU04160	mtlR	CcpA	no	no	yes	no	yes
BSU27140	oatA	sigV	no	no	yes	no	no
BSU33730	opuBA	GbsR	no	no	yes	no	no
BSU33720	opuBB	GbsR	no	no	yes	no	no
BSU33710	opuBC	GbsR	no	no	yes	no	no
BSU33700	opuBD	GbsR	no	no	yes	no	no
BSU27130	rsiV	sigV	no	no	yes	no	no
BSU28440	sdhA	Fsra	no	no	yes	no	no
BSU28430	sdhB	Fsra	no	no	yes	no	no
BSU27120	sigV	sigV	no	no	yes	no	no
BSU01920	skfB	PhoP	no	no	yes	no	no
BSU01935	skfC	PhoP	no	no	yes	no	no
BSU01950	skfE	PhoP	no	no	yes	no	no
BSU01960	skfF	PhoP	no	no	yes	no	no
BSU01970	skfG	PhoP	no	no	yes	no	no
BSU01980	skfH	PhoP	no	no	yes	no	no
BSU13640	spo0E	sigB	no	no	yes	no	no
BSU13640	spo0E	Rok	no	no	yes	no	no
BSU19950	sspC	SpoVT	no	no	yes	no	no
BSU16790	tepA	sigG	no	no	yes	yes	no
BSU07810	treA	PhoP	no	no	yes	no	no
BSU07800	treP	PhoP	no	no	yes	no	no
BSU07820	treR	PhoP	no	no	yes	no	no
BSU10770	wprA	CcpA	no	no	yes	no	no
BSU28510	xsa	CcpA	no	no	yes	no	yes
BSU00160	yaaH	SpoIIID	no	no	yes	yes	no
BSU02780	ycdA	DegU	no	no	yes	no	no
BSU02890	yceC	sigX	no	no	yes	no	no
BSU02900	yceD	sigX	no	no	yes	no	no
BSU02910	yceE	sigX	no	no	yes	no	no
BSU02920	yceF	sigX	no	no	yes	no	no
BSU02950	yceI	nadR	no	no	yes	no	yes
BSU03200	ycgM	PutR	no	no	yes	no	yes
BSU03210	ycgN	PutR	no	no	yes	no	yes
BSU03220	ycgO	PutR	no	no	yes	no	yes
BSU03940	ycnI	YcnK	no	no	yes	no	yes
BSU03960	ycnK	YcnK	no	no	yes	no	yes
BSU07150	yetG	Fur	no	no	yes	no	no
BSU07830	yfkO	HypR	no	no	yes	no	no
BSU09830	yhaX	SpoIIID	no	no	yes	yes	no
BSU09770	yheD	SpoIIID	no	no	yes	no	no
BSU10610	yhjR	GerE	no	no	yes	no	no
BSU09958	yhzE	sigK	no	no	yes	yes	no
BSU09958	yhzE	GerE	no	no	yes	no	no
BSU14250	yknT	SpoIIID	no	no	yes	yes	no
BSU13480	ykrK	ykrK	no	no	yes	no	no
BSU15360	ylmC	SpoIIID	no	no	yes	yes	no
BSU15360	ylmC	sigE	no	no	yes	yes	no
BSU15440	ylyA	SpoVT	no	no	yes	yes	no
BSU15440	ylyA	sigG	no	no	yes	yes	no
BSU15670	ylzA	sigF	no	no	yes	yes	no
BSU16799	ylzJ	sigG	no	no	yes	yes	no
BSU16720	ymxH	sigE	no	no	yes	yes	no
BSU18239	yngHB	sigE	no	no	yes	yes	no
BSU19230	yocJ	YodB	no	no	yes	no	no
BSU19540	yodB	YodB	no	no	yes	no	no
BSU19550	yodC	YodB	no	no	yes	no	no
BSU19430	yojJ	sigG	no	no	yes	yes	no
BSU21000	yonT	as-yonT	no	no	yes	no	no
BSU23300	ypuD	sigM	no	no	yes	no	no
BSU27150	yrhK	sigV	no	no	yes	no	no
BSU29070	ytaF	sigE	no	no	yes	no	no
BSU30840	yteA	SpoVT	no	no	yes	yes	no
BSU29840	ytpP	Spx	no	no	yes	no	no
BSU29830	ytpQ	Spx	no	no	yes	no	no
BSU29820	ytpR	Spx	no	no	yes	no	no
BSU32270	yutH	SpoIIID	no	no	yes	no	no
BSU32270	yutH	sigE	no	no	yes	yes	no
BSU34030	yvbY	Fsra	no	no	yes	no	no
BSU34050	yvfV	Fsra	no	no	yes	no	no
BSU35420	yvyG	DegU	no	no	yes	no	no
BSU38240	ywcA	sigE	no	no	yes	yes	no
BSU38230	ywcB	sigE	no	no	yes	yes	no
BSU36500	ywoB	YtrA	no	no	yes	no	yes
BSU36490	ywoC	YtrA	no	no	yes	no	yes
BSU36480	ywoD	YtrA	no	no	yes	no	yes
BSU39100	yxiO	PhoP	no	no	yes	no	no
BSU40540	yybR	HypR	no	no	yes	no	no
BSU40280	yycO	PhoP	no	no	yes	no	no
BSU40270	yycP	PhoP	no	no	yes	no	no
BSU08060	acoA	sigK	no	no	no	yes	no
BSU08070	acoB	sigK	no	no	no	yes	no
BSU08080	acoC	sigK	no	no	no	yes	no
BSU08090	acoL	sigK	no	no	no	yes	no
