#doi: 10.3389/fmicb.2016.00275
#
BSU Number	Gene_Name	Regulator name	DBTBS	Goelzer et al. 2008 &  SubtiWiki before Marsh 2013	SubtiWiki Marsh 2013	Sporulation database	RegPrecise
BSU34320	epsF	AbrB	no	yes	yes	no	no
BSU34310	epsG	SinR	no	yes	yes	yes	yes
BSU34310	epsG	EAR	no	yes	yes	no	no
BSU34310	epsG	AbrB	no	yes	yes	no	no
BSU34300	epsH	SinR	no	yes	yes	yes	yes
BSU34300	epsH	EAR	no	yes	yes	no	no
BSU34300	epsH	AbrB	no	yes	yes	no	no
BSU34290	epsI	SinR	no	yes	yes	yes	yes
BSU34290	epsI	EAR	no	yes	yes	no	no
BSU34290	epsI	AbrB	no	yes	yes	no	no
BSU34280	epsJ	SinR	no	yes	yes	yes	yes
BSU34280	epsJ	EAR	no	yes	yes	no	no
BSU34280	epsJ	AbrB	no	yes	yes	no	no
BSU34265	epsK	SinR	no	yes	yes	yes	yes
BSU34265	epsK	EAR	no	yes	yes	no	no
BSU34265	epsK	AbrB	no	yes	yes	no	no
BSU34250	epsL	SinR	no	yes	yes	yes	yes
BSU34250	epsL	EAR	no	yes	yes	no	no
BSU34250	epsL	AbrB	no	yes	yes	no	no
BSU34240	epsM	SinR	no	yes	yes	yes	yes
BSU34240	epsM	EAR	no	yes	yes	no	no
BSU34240	epsM	AbrB	no	yes	yes	no	no
BSU34230	epsN	SinR	no	yes	yes	yes	yes
BSU34230	epsN	EAR	no	yes	yes	no	no
BSU34230	epsN	AbrB	no	yes	yes	no	no
BSU34220	epsO	SinR	no	yes	yes	yes	yes
BSU34220	epsO	EAR	no	yes	yes	no	no
BSU34220	epsO	AbrB	no	yes	yes	no	no
BSU25290	era	sigB	no	yes	yes	no	no
BSU02700	estA	AbrB	no	yes	yes	no	no
BSU28520	etfA	FadR	no	yes	yes	no	yes
BSU28520	etfA	CcpA	no	yes	yes	no	no
BSU28530	etfB	FadR	no	yes	yes	no	yes
BSU28530	etfB	CcpA	no	yes	yes	no	no
BSU12310	exuM	ExuR	no	yes	yes	no	yes
BSU12310	exuM	CcpA	no	yes	yes	no	yes
BSU12370	exuR	sigE	no	yes	yes	yes	no
BSU12370	exuR	ExuR	no	yes	yes	no	yes
BSU12370	exuR	CcpA	no	yes	yes	no	yes
BSU12360	exuT	sigE	no	yes	yes	yes	no
BSU12360	exuT	ExuR	no	yes	yes	no	yes
BSU12360	exuT	CcpA	no	yes	yes	no	yes
BSU15900	fabD	FapR	no	yes	yes	no	yes
BSU15900	fabD	ComA	no	yes	yes	no	no
BSU11340	fabF	sigW	no	yes	yes	no	no
BSU11340	fabF	FapR	no	yes	yes	no	yes
BSU15910	fabG	FapR	no	yes	yes	no	yes
BSU15910	fabG	ComA	no	yes	yes	no	no
BSU08650	fabL	YfhP	no	yes	yes	no	no
BSU08650	fabL	sigG	no	yes	yes	yes	no
BSU32830	fadA	sdpR	no	yes	yes	no	no
BSU32830	fadA	FadR	no	yes	yes	no	yes
BSU32830	fadA	CcpA	no	yes	yes	no	no
BSU28540	fadB	FadR	no	yes	yes	no	yes
BSU28540	fadB	CcpA	no	yes	yes	no	no
BSU28540	fadB	CcpA	no	yes	yes	no	no
BSU32820	fadE	sdpR	no	yes	yes	no	no
BSU32820	fadE	FadR	no	yes	yes	no	yes
BSU32820	fadE	CcpA	no	yes	yes	no	no
BSU14071	fadG	FadR	no	yes	yes	no	yes
BSU32850	fadM	sdpR	no	yes	yes	no	no
BSU32850	fadM	FadR	no	yes	yes	no	no
BSU32840	fadN	CcpA	no	yes	yes	no	no
BSU28550	fadR	CcpA	no	yes	yes	no	no
BSU15880	fapR	ComA	no	yes	yes	no	no
BSU01630	feuA	CitB	no	yes	yes	no	no
BSU01630	feuA	Btr	no	yes	yes	no	no
BSU01620	feuB	Fur	no	yes	yes	no	yes
BSU01620	feuB	CitB	no	yes	yes	no	no
BSU01620	feuB	Btr	no	yes	yes	no	no
BSU01610	feuC	Fur	no	yes	yes	no	yes
BSU01610	feuC	CitB	no	yes	yes	no	no
BSU01610	feuC	Btr	no	yes	yes	no	no
BSU33310	fhuB	Fur	no	yes	yes	no	yes
BSU33290	fhuC	Fur	no	yes	yes	no	yes
BSU33300	fhuG	Fur	no	yes	yes	no	yes
BSU16180	flgB	Spo0A	no	yes	yes	yes	no
BSU16180	flgB	CodY	no	yes	yes	no	no
BSU16190	flgC	Spo0A	no	yes	yes	yes	no
BSU16190	flgC	sigD	no	yes	yes	no	no
BSU16190	flgC	CodY	no	yes	yes	no	no
BSU16280	flgD	Spo0A	no	yes	yes	yes	no
BSU16280	flgD	sigD	no	yes	yes	no	no
BSU16280	flgD	CodY	no	yes	yes	no	no
BSU16290	flgE	Spo0A	no	yes	yes	yes	no
BSU16290	flgE	sigD	no	yes	yes	no	no
BSU16290	flgE	CodY	no	yes	yes	no	no
BSU35410	flgK	sigD	no	yes	yes	no	no
BSU35410	flgK	ComK	no	yes	yes	no	no
BSU35400	flgL	sigD	no	yes	yes	no	no
BSU35400	flgL	ComK	no	yes	yes	no	no
BSU35430	flgM	sigD	no	yes	yes	no	no
BSU35430	flgM	scoC	no	yes	yes	yes	no
BSU35430	flgM	ComK	no	yes	yes	no	no
BSU16390	flhA	Spo0A	no	yes	yes	yes	no
BSU16390	flhA	sigD	no	yes	yes	no	no
BSU16390	flhA	CodY	no	yes	yes	no	no
BSU16380	flhB	Spo0A	no	yes	yes	yes	no
BSU16380	flhB	sigD	no	yes	yes	no	no
BSU16380	flhB	CodY	no	yes	yes	no	no
BSU16400	flhF	Spo0A	no	yes	yes	yes	no
BSU16400	flhF	sigD	no	yes	yes	no	no
BSU16400	flhF	CodY	no	yes	yes	no	no
BSU36400	flhO	sigD	no	yes	yes	no	no
BSU36390	flhP	sigD	no	yes	yes	no	no
BSU35340	fliD	sigD	no	yes	yes	no	no
BSU16200	fliE	Spo0A	no	yes	yes	yes	no
BSU16200	fliE	sigD	no	yes	yes	no	no
BSU16200	fliE	CodY	no	yes	yes	no	no
BSU16210	fliF	Spo0A	no	yes	yes	yes	no
BSU16210	fliF	sigD	no	yes	yes	no	no
BSU16210	fliF	CodY	no	yes	yes	no	no
BSU16220	fliG	Spo0A	no	yes	yes	yes	no
BSU16220	fliG	sigD	no	yes	yes	no	no
BSU16220	fliG	CodY	no	yes	yes	no	no
BSU16230	fliH	Spo0A	no	yes	yes	yes	no
BSU16230	fliH	sigD	no	yes	yes	no	no
BSU16230	fliH	CodY	no	yes	yes	no	no
BSU16240	fliI	Spo0A	no	yes	yes	yes	no
BSU16240	fliI	sigD	no	yes	yes	no	no
BSU16240	fliI	CodY	no	yes	yes	no	no
BSU16250	fliJ	Spo0A	no	yes	yes	yes	no
BSU16250	fliJ	sigD	no	yes	yes	no	no
BSU16250	fliJ	CodY	no	yes	yes	no	no
BSU16270	fliK	Spo0A	no	yes	yes	yes	no
BSU16270	fliK	sigD	no	yes	yes	no	no
BSU16270	fliK	CodY	no	yes	yes	no	no
BSU16300	fliL	Spo0A	no	yes	yes	yes	no
BSU16300	fliL	sigD	no	yes	yes	no	no
BSU16300	fliL	CodY	no	yes	yes	no	no
BSU16310	fliM	Spo0A	no	yes	yes	yes	no
BSU16310	fliM	sigD	no	yes	yes	no	no
BSU16310	fliM	CodY	no	yes	yes	no	no
BSU16350	fliP	Spo0A	no	yes	yes	yes	no
BSU16350	fliP	sigD	no	yes	yes	no	no
BSU16350	fliP	CodY	no	yes	yes	no	no
BSU16360	fliQ	Spo0A	no	yes	yes	yes	no
BSU16360	fliQ	sigD	no	yes	yes	no	no
BSU16360	fliQ	CodY	no	yes	yes	no	no
BSU16370	fliR	Spo0A	no	yes	yes	yes	no
BSU16370	fliR	sigD	no	yes	yes	no	no
BSU16370	fliR	CodY	no	yes	yes	no	no
BSU35330	fliS	sigD	no	yes	yes	no	no
BSU35320	fliT	sigD	no	yes	yes	no	no
BSU16320	fliY	Spo0A	no	yes	yes	yes	no
BSU16320	fliY	sigD	no	yes	yes	no	no
BSU16320	fliY	CodY	no	yes	yes	no	no
BSU16340	fliZ	Spo0A	no	yes	yes	yes	no
BSU16340	fliZ	sigD	no	yes	yes	no	no
BSU16340	fliZ	CodY	no	yes	yes	no	no
BSU23050	fmnP	FMN-box	no	yes	yes	no	yes
BSU37310	fnr	Fnr	no	yes	yes	no	yes
BSU24310	folD	PurR	no	yes	yes	no	yes
BSU17840	fosB	sigW	no	yes	yes	no	no
BSU32610	frlB	FrlR	no	yes	yes	no	yes
BSU32610	frlB	CodY	no	yes	yes	no	yes
BSU32570	frlD	FrlR	no	yes	yes	no	yes
BSU32570	frlD	CodY	no	yes	yes	no	yes
BSU32580	frlM	FrlR	no	yes	yes	no	yes
BSU32580	frlM	CodY	no	yes	yes	no	yes
BSU32590	frlN	FrlR	no	yes	yes	no	yes
BSU32590	frlN	CodY	no	yes	yes	no	yes
BSU32600	frlO	FrlR	no	yes	yes	no	yes
BSU32600	frlO	CodY	no	yes	yes	no	yes
BSU16520	frr	stringent response	no	yes	yes	no	no
BSU14400	fruA	FruR	no	yes	yes	no	yes
BSU14390	fruK	FruR	no	yes	yes	no	yes
BSU35260	ftsE	Spo0A	no	yes	yes	yes	no
BSU00690	ftsH	sigM	no	yes	yes	no	no
BSU14850	ftsW	YofA	no	yes	yes	no	no
BSU35250	ftsX	Spo0A	no	yes	yes	yes	no
BSU15290	ftsZ	WalR	no	yes	yes	no	no
BSU15290	ftsZ	sigH	no	yes	yes	yes	no
BSU01120	fusA	stringent response	no	yes	yes	no	no
BSU03910	gabD	GabR	no	yes	yes	no	yes
BSU38200	galK	CcpA	no	yes	yes	no	no
BSU34120	ganB	LacR	no	yes	yes	no	yes
BSU34150	ganP	LacR	no	yes	yes	no	yes
BSU34140	ganQ	LacR	no	yes	yes	no	yes
BSU33940	gapA	CggR	no	yes	yes	no	yes
BSU02510	garD	YcbG	no	yes	yes	no	yes
BSU00500	gcaD	stringent response	no	yes	yes	no	no
BSU03930	gdh	SpoVT	no	yes	yes	yes	no
BSU03930	gdh	sigG	no	yes	yes	yes	no
BSU33060	gerAB	SpoVT	no	yes	yes	yes	no
BSU33060	gerAB	sigG	no	yes	yes	yes	no
BSU33060	gerAB	sigF	no	yes	yes	yes	no
BSU33070	gerAC	SpoVT	no	yes	yes	yes	no
BSU33070	gerAC	sigG	no	yes	yes	yes	no
BSU33070	gerAC	sigF	no	yes	yes	yes	no
BSU35810	gerBB	sigG	no	yes	yes	yes	no
BSU35820	gerBC	sigG	no	yes	yes	yes	no
BSU01550	gerD	sigF	no	yes	yes	yes	no
BSU03720	gerKB	SpoVT	no	yes	yes	yes	no
BSU03720	gerKB	sigG	no	yes	yes	yes	no
BSU03710	gerKC	SpoVT	no	yes	yes	yes	no
BSU03710	gerKC	sigG	no	yes	yes	yes	no
BSU10710	gerPB	sigK	no	yes	yes	yes	no
BSU10700	gerPC	sigK	no	yes	yes	yes	no
BSU10690	gerPD	sigK	no	yes	yes	yes	no
BSU10680	gerPE	sigK	no	yes	yes	yes	no
BSU10670	gerPF	sigK	no	yes	yes	yes	no
BSU19490	gerT	sigK	no	yes	yes	yes	no
BSU10520	glcP	NtdR	no	yes	yes	no	no
BSU36300	glcR	ComK	no	yes	yes	no	no
BSU30950	glgA	sigE	no	yes	yes	yes	no
BSU30970	glgC	sigE	no	yes	yes	yes	no
BSU30960	glgD	sigE	no	yes	yes	yes	no
BSU30940	glgP	sigE	no	yes	yes	yes	no
BSU01780	glmS	glmS ribozyme	no	yes	yes	no	yes
BSU17460	glnA	TnrA	no	yes	yes	no	yes
BSU17460	glnA	GlnR	no	yes	yes	no	yes
BSU27440	glnH	TnrA	no	yes	yes	no	yes
BSU36520	glnK	TnrA	no	yes	yes	no	yes
BSU27450	glnM	TnrA	no	yes	yes	no	yes
BSU27460	glnP	TnrA	no	yes	yes	no	yes
BSU02420	glnT	GlnL	no	yes	yes	no	yes
BSU09300	glpD	CcpA	no	yes	yes	no	no
BSU09300	glpD	AbrB	no	yes	yes	no	no
BSU09280	glpF	AbrB	no	yes	yes	no	no
BSU09290	glpK	GlpP	no	yes	yes	no	no
BSU09290	glpK	CcpA	no	yes	yes	no	yes
BSU09290	glpK	AbrB	no	yes	yes	no	no
BSU02130	glpQ	GlpP	no	yes	yes	no	no
BSU02130	glpQ	CcpA	no	yes	yes	no	yes
BSU02140	glpT	CcpA	no	yes	yes	no	yes
BSU02430	glsA	GlnL	no	yes	yes	no	yes
BSU18440	gltB	TnrA	no	yes	yes	no	yes
BSU40040	glxK	AbrB	no	yes	yes	no	no
BSU05820	gmuA	GmuR	no	yes	yes	no	yes
BSU05820	gmuA	CcpA	no	yes	yes	no	yes
BSU05820	gmuA	AbrB	no	yes	yes	no	no
BSU05810	gmuB	GmuR	no	yes	yes	no	yes
BSU05810	gmuB	CcpA	no	yes	yes	no	yes
BSU05810	gmuB	AbrB	no	yes	yes	no	no
BSU05830	gmuC	GmuR	no	yes	yes	no	yes
BSU05830	gmuC	AbrB	no	yes	yes	no	no
BSU05840	gmuD	GmuR	no	yes	yes	no	yes
BSU05840	gmuD	CcpA	no	yes	yes	no	yes
BSU05840	gmuD	AbrB	no	yes	yes	no	no
BSU05860	gmuE	GmuR	no	yes	yes	no	yes
BSU05860	gmuE	CcpA	no	yes	yes	no	yes
BSU05860	gmuE	AbrB	no	yes	yes	no	no
BSU05870	gmuF	GmuR	no	yes	yes	no	yes
BSU05870	gmuF	CcpA	no	yes	yes	no	yes
BSU05870	gmuF	AbrB	no	yes	yes	no	no
BSU05880	gmuG	GmuR	no	yes	yes	no	yes
BSU05880	gmuG	CcpA	no	yes	yes	no	yes
BSU05880	gmuG	AbrB	no	yes	yes	no	no
BSU05850	gmuR	GmuR	no	yes	yes	no	yes
BSU05850	gmuR	CcpA	no	yes	yes	no	yes
BSU05850	gmuR	AbrB	no	yes	yes	no	no
BSU40060	gntK	GntR	no	yes	yes	no	yes
BSU40060	gntK	CcpA	no	yes	yes	no	yes
BSU40060	gntK	AbrB	no	yes	yes	no	no
BSU40070	gntP	GntR	no	yes	yes	no	yes
BSU40070	gntP	CcpA	no	yes	yes	no	yes
BSU40070	gntP	AbrB	no	yes	yes	no	no
BSU40050	gntR	AbrB	no	yes	yes	no	no
BSU40080	gntZ	GntR	no	yes	yes	no	yes
BSU40080	gntZ	CcpA	no	yes	yes	no	yes
BSU40080	gntZ	AbrB	no	yes	yes	no	no
BSU06030	groEL	HrcA	no	yes	yes	no	yes
BSU25480	grpE	HrcA	no	yes	yes	no	yes
BSU04400	gsiB	sigI	no	yes	yes	no	no
BSU00090	guaB	CodY	no	yes	yes	no	no
BSU32130	guaC	CodY	no	yes	yes	no	no
BSU13170	guaD	sigB	no	yes	yes	no	no
BSU02490	gudD	YcbG	no	yes	yes	no	yes
BSU02480	gudP	YcbG	no	yes	yes	no	yes
BSU06160	gutP	GutR	no	yes	yes	no	yes
BSU35360	hag	scoC	no	yes	yes	yes	no
BSU35360	hag	CsrA	no	yes	yes	no	no
BSU28130	hemB	PerR	no	yes	yes	no	yes
BSU28150	hemC	PerR	no	yes	yes	no	yes
BSU28140	hemD	PerR	no	yes	yes	no	yes
BSU28120	hemL	PerR	no	yes	yes	no	yes
BSU28160	hemX	PerR	no	yes	yes	no	yes
BSU09840	hemZ	Rex	no	yes	yes	no	no
BSU22620	hisC	TRAP	no	yes	yes	no	no
BSU00680	hprT	sigM	no	yes	yes	no	no
BSU00710	hslO	sigM	no	yes	yes	no	no
BSU40360	htrC	sigG	no	yes	yes	yes	no
BSU39380	hutG	HutP	no	yes	yes	no	no
BSU39380	hutG	CodY	no	yes	yes	no	yes
BSU39380	hutG	CcpA	no	yes	yes	no	no
BSU39350	hutH	CodY	no	yes	yes	no	yes
BSU39350	hutH	CcpA	no	yes	yes	no	no
BSU39370	hutI	HutP	no	yes	yes	no	no
BSU39370	hutI	CodY	no	yes	yes	no	yes
BSU39370	hutI	CcpA	no	yes	yes	no	no
BSU39390	hutM	HutP	no	yes	yes	no	no
BSU39390	hutM	CodY	no	yes	yes	no	yes
BSU39390	hutM	CcpA	no	yes	yes	no	no
BSU39360	hutU	HutP	no	yes	yes	no	no
BSU39360	hutU	CodY	no	yes	yes	no	yes
BSU39360	hutU	CcpA	no	yes	yes	no	no
BSU03450	hxlB	HxlR	no	yes	yes	no	yes
BSU29130	icd	CcpC	no	yes	yes	no	yes
BSU29130	icd	CcpA	no	yes	yes	no	yes
BSU28290	ilvC	TnrA	no	yes	yes	no	yes
BSU28290	ilvC	CodY	no	yes	yes	no	yes
BSU28290	ilvC	CcpA	no	yes	yes	no	yes
BSU28300	ilvH	TnrA	no	yes	yes	no	yes
BSU28300	ilvH	CodY	no	yes	yes	no	yes
BSU28300	ilvH	CcpA	no	yes	yes	no	yes
BSU01390	infA	stringent response	no	yes	yes	no	no
BSU16630	infB	stringent response	no	yes	yes	no	no
BSU28870	infC	stringent response	no	yes	yes	no	no
BSU39750	iolB	IolR	no	yes	yes	no	yes
BSU39740	iolC	IolR	no	yes	yes	no	yes
BSU39740	iolC	CcpA	no	yes	yes	no	yes
BSU39730	iolD	IolR	no	yes	yes	no	yes
BSU39730	iolD	CcpA	no	yes	yes	no	yes
BSU39720	iolE	IolR	no	yes	yes	no	yes
BSU39720	iolE	CcpA	no	yes	yes	no	yes
BSU39710	iolF	IolR	no	yes	yes	no	yes
BSU39710	iolF	CcpA	no	yes	yes	no	yes
BSU39700	iolG	IolR	no	yes	yes	no	yes
BSU39700	iolG	CcpA	no	yes	yes	no	yes
BSU39690	iolH	IolR	no	yes	yes	no	yes
BSU39690	iolH	CcpA	no	yes	yes	no	yes
BSU39680	iolI	IolR	no	yes	yes	no	yes
BSU39680	iolI	CcpA	no	yes	yes	no	yes
BSU39670	iolJ	IolR	no	yes	yes	no	yes
BSU39670	iolJ	CcpA	no	yes	yes	no	yes
BSU39780	iolS	IolR	no	yes	yes	no	yes
BSU27510	iscSA	stringent response	no	yes	yes	no	no
BSU18380	iseA	WalR	no	yes	yes	no	no
BSU00900	ispD	sigM	no	yes	yes	no	no
BSU00900	ispD	sigB	no	yes	yes	no	no
BSU00910	ispF	sigB	no	yes	yes	no	no
BSU25070	ispG	sigE	no	yes	yes	yes	no
BSU19690	kamA	sigE	no	yes	yes	yes	no
BSU31460	kapB	CodY	no	yes	yes	no	no
BSU22100	kdgA	KdgR	no	yes	yes	no	yes
BSU22110	kdgK	KdgR	no	yes	yes	no	yes
BSU22110	kdgK	CcpA	no	yes	yes	no	yes
BSU22120	kdgR	CcpA	no	yes	yes	no	yes
BSU22090	kdgT	KdgR	no	yes	yes	no	yes
BSU22090	kdgT	CcpA	no	yes	yes	no	yes
BSU22140	kduD	KdgR	no	yes	yes	no	yes
BSU22140	kduD	CcpA	no	yes	yes	no	yes
BSU22130	kduI	KdgR	no	yes	yes	no	yes
BSU22130	kduI	CcpA	no	yes	yes	no	yes
BSU31450	kinB	CodY	no	yes	yes	no	no
BSU04090	kipA	TnrA	no	yes	yes	no	yes
BSU04090	kipA	KipR	no	yes	yes	no	yes
BSU04080	kipI	TnrA	no	yes	yes	no	yes
BSU04080	kipI	KipR	no	yes	yes	no	yes
BSU04100	kipR	TnrA	no	yes	yes	no	yes
BSU04100	kipR	KipR	no	yes	yes	no	yes
BSU00420	ksgA	sigF	no	yes	yes	yes	no
BSU31090	ktrA	YdaO riboswitch	no	yes	yes	no	yes
BSU31100	ktrB	YdaO riboswitch	no	yes	yes	no	yes
BSU28560	lcfA	FadR	no	yes	yes	no	no
BSU10270	lcfB	CcpA	no	yes	yes	no	no
BSU03060	lctP	Rex	no	yes	yes	no	yes
BSU28280	leuA	TnrA	no	yes	yes	no	yes
BSU28280	leuA	CodY	no	yes	yes	no	yes
BSU28280	leuA	CcpA	no	yes	yes	no	yes
BSU28270	leuB	TnrA	no	yes	yes	no	yes
BSU28270	leuB	CodY	no	yes	yes	no	yes
BSU28270	leuB	CcpA	no	yes	yes	no	yes
BSU28260	leuC	TnrA	no	yes	yes	no	yes
BSU28260	leuC	Fsra	no	yes	yes	no	no
BSU28260	leuC	CodY	no	yes	yes	no	yes
BSU28260	leuC	CcpA	no	yes	yes	no	yes
BSU28250	leuD	TnrA	no	yes	yes	no	yes
BSU28250	leuD	Fsra	no	yes	yes	no	no
BSU28250	leuD	CodY	no	yes	yes	no	yes
BSU28250	leuD	CcpA	no	yes	yes	no	yes
BSU34460	levB	SacY	no	yes	yes	no	no
BSU34460	levB	DegU	no	yes	yes	no	no
BSU27060	levE	sigL	no	yes	yes	no	no
BSU27060	levE	LevR	no	yes	yes	no	yes
BSU27060	levE	CcpA	no	yes	yes	no	yes
BSU27050	levF	sigL	no	yes	yes	no	no
BSU27050	levF	LevR	no	yes	yes	no	yes
BSU27050	levF	CcpA	no	yes	yes	no	yes
BSU27040	levG	sigL	no	yes	yes	no	no
BSU27040	levG	LevR	no	yes	yes	no	yes
BSU27040	levG	CcpA	no	yes	yes	no	yes
BSU33100	liaF	LiaR	no	yes	yes	no	yes
BSU33110	liaG	LiaR	no	yes	yes	no	yes
BSU33120	liaH	LiaR	no	yes	yes	no	yes
BSU33130	liaI	LiaR	no	yes	yes	no	yes
BSU33080	liaR	LiaR	no	yes	yes	no	yes
BSU33090	liaS	LiaR	no	yes	yes	no	yes
BSU38570	licA	LicR	no	yes	yes	no	yes
BSU38570	licA	CcpA	no	yes	yes	no	yes
BSU38580	licC	LicR	no	yes	yes	no	yes
BSU38580	licC	CcpA	no	yes	yes	no	yes
BSU38560	licH	LicR	no	yes	yes	no	yes
BSU38560	licH	CcpA	no	yes	yes	no	yes
BSU06620	ligA	LexA	no	yes	yes	no	yes
BSU04110	lipC	TnrA	no	yes	yes	no	no
BSU04110	lipC	KipR	no	yes	yes	no	yes
BSU02670	lmrB	LmrA	no	yes	yes	no	yes
BSU24060	lpdV	sigL	no	yes	yes	no	no
BSU24060	lpdV	CodY	no	yes	yes	no	no
BSU24060	lpdV	BkdR	no	yes	yes	no	yes
BSU07260	ltaSA	sigM	no	yes	yes	no	no
BSU23380	lysA	sigG	no	yes	yes	yes	no
BSU28470	lysC	L-box-LYS	no	yes	yes	no	yes
BSU35640	lytA	SlrR	no	yes	yes	no	no
BSU35630	lytB	YvrHb	no	yes	yes	no	no
BSU35630	lytB	SlrR	no	yes	yes	no	no
BSU35630	lytB	sigD	no	yes	yes	no	no
BSU35620	lytC	YvrHb	no	yes	yes	no	no
BSU35620	lytC	SlrR	no	yes	yes	no	no
BSU35620	lytC	sigD	no	yes	yes	no	no
BSU09420	lytE	WalR	no	yes	yes	no	no
BSU09420	lytE	Spo0A	no	yes	yes	yes	no
BSU09420	lytE	sigI	no	yes	yes	no	no
BSU09370	lytF	SlrR	no	yes	yes	no	no
BSU32340	lytH	sigK	no	yes	yes	yes	no
BSU28050	maf	ComK	no	yes	yes	no	no
BSU08180	malA	GlvR	no	yes	yes	no	yes
BSU08200	malP	GlvR	no	yes	yes	no	yes
BSU08200	malP	CcpA	no	yes	yes	no	yes
BSU08190	malR	GlvR	no	yes	yes	no	yes
BSU08190	malR	CcpA	no	yes	yes	no	yes
BSU12020	manA	ManR	no	yes	yes	no	yes
BSU12010	manP	ManR	no	yes	yes	no	yes
BSU12000	manR	ManR	no	yes	yes	no	yes
BSU01380	mapA	stringent response	no	yes	yes	no	no
BSU36410	mbl	stringent response	no	yes	yes	no	no
BSU36410	mbl	sigE	no	yes	yes	yes	no
BSU27260	mccA	Spx	no	yes	yes	no	no
BSU27260	mccA	CymR	no	yes	yes	no	yes
BSU27250	mccB	Spx	no	yes	yes	no	no
BSU27250	mccB	CymR	no	yes	yes	no	yes
BSU00840	mcsA	sigF	no	yes	yes	yes	no
BSU00840	mcsA	sigB	no	yes	yes	no	no
BSU00840	mcsA	CtsR	no	yes	yes	no	yes
BSU00850	mcsB	sigF	no	yes	yes	yes	no
BSU00850	mcsB	sigB	no	yes	yes	no	no
BSU00850	mcsB	CtsR	no	yes	yes	no	yes
BSU29120	mdh	CcpC	no	yes	yes	no	yes
BSU29120	mdh	CcpA	no	yes	yes	no	yes
BSU11300	med	Spo0A	no	yes	yes	yes	no
BSU21910	metA	sigM	no	yes	yes	no	no
BSU11880	metC	S-box-SAM	no	yes	yes	no	yes
BSU13180	metE	S-box-SAM	no	yes	yes	no	yes
BSU11870	metI	S-box-SAM	no	yes	yes	no	yes
BSU30550	metK	S-box-SAM	no	yes	yes	no	yes
BSU32750	metN	S-box-SAM	no	yes	yes	no	yes
BSU32750	metN	CodY	no	yes	yes	no	no
BSU32740	metP	S-box-SAM	no	yes	yes	no	yes
BSU32740	metP	CodY	no	yes	yes	no	no
BSU32730	metQ	S-box-SAM	no	yes	yes	no	yes
BSU32730	metQ	CodY	no	yes	yes	no	no
BSU00380	metS	Spo0A	no	yes	yes	yes	no
BSU13300	mgtE	M-box	no	yes	yes	no	yes
BSU12870	mhqA	MhqR	no	yes	yes	no	yes
BSU28000	minC	sigM	no	yes	yes	no	no
BSU27990	minD	sigM	no	yes	yes	no	no
BSU27990	minD	sigH	no	yes	yes	yes	no
BSU23550	mleA	CcpA	no	yes	yes	no	no
BSU23560	mleN	CcpA	no	yes	yes	no	no
BSU24160	mmgB	sigE	no	yes	yes	yes	no
BSU24160	mmgB	CcpA	no	yes	yes	no	yes
BSU24150	mmgC	sigE	no	yes	yes	yes	no
BSU24150	mmgC	CcpA	no	yes	yes	no	yes
BSU24140	mmgD	sigE	no	yes	yes	yes	no
BSU24140	mmgD	CcpA	no	yes	yes	no	yes
BSU30760	mntB	MntR	no	yes	yes	no	yes
BSU30750	mntC	MntR	no	yes	yes	no	yes
BSU30740	mntD	MntR	no	yes	yes	no	yes
BSU13680	motB	sigD	no	yes	yes	no	no
BSU28030	mreB	sigM	no	yes	yes	no	no
BSU14470	mreBH	sigI	no	yes	yes	no	no
BSU28020	mreC	sigM	no	yes	yes	no	no
BSU28010	mreD	sigM	no	yes	yes	no	no
BSU21690	msrA	Spx	no	yes	yes	no	no
BSU21680	msrB	Spx	no	yes	yes	no	no
BSU03981	mtlA	MtlR	no	yes	yes	no	yes
BSU03990	mtlD	MtlR	no	yes	yes	no	yes
BSU03982	mtlF	MtlR	no	yes	yes	no	yes
BSU13550	mtnA	S-box-SAM	no	yes	yes	no	yes
BSU13610	mtnB	S-box-SAM	no	yes	yes	no	yes
BSU13620	mtnD	S-box-SAM	no	yes	yes	no	yes
BSU13560	mtnK	S-box-SAM	no	yes	yes	no	yes
BSU27270	mtnN	Spx	no	yes	yes	no	no
BSU27270	mtnN	CymR	no	yes	yes	no	yes
BSU13590	mtnW	S-box-SAM	no	yes	yes	no	yes
BSU13600	mtnX	S-box-SAM	no	yes	yes	no	yes
BSU15230	murB	SpoIIID	no	yes	yes	yes	no
BSU15230	murB	sigM	no	yes	yes	no	no
BSU15230	murB	sigE	no	yes	yes	yes	no
BSU15180	murE	stringent response	no	yes	yes	no	no
BSU04570	murF	sigM	no	yes	yes	no	no
BSU15220	murG	SpoIIID	no	yes	yes	yes	no
BSU15220	murG	sigE	no	yes	yes	yes	no
BSU27850	nadA	nadR	no	yes	yes	no	yes
BSU27860	nadC	nadR	no	yes	yes	no	yes
BSU27890	nadR	nadR	no	yes	yes	no	yes
BSU35010	nagA	NagR	no	yes	yes	no	yes
BSU35010	nagA	CcpA	no	yes	yes	no	no
BSU35020	nagBA	NagR	no	yes	yes	no	yes
BSU07700	nagP	NagR	no	yes	yes	no	yes
BSU37270	narH	Fnr	no	yes	yes	no	yes
BSU37250	narI	Fnr	no	yes	yes	no	yes
BSU37260	narJ	Fnr	no	yes	yes	no	yes
BSU37320	narK	NsrR	no	yes	yes	no	no
BSU03310	nasC	TnrA	no	yes	yes	no	yes
